log_lik ml gamma sl2 sm2 sd2 eml egamma esl2 esm2 esd2 step medium file length min_cell_len discard_top end_type filt_r
2.49853009564802 0.011169733923961173 0.08853606133444362 1.924179265610063e-06 0.00014065260470856922 0.009003191282210077 0.00018803894159829688 0.01961714534507243 5.619558179683424e-07 7.798528281068303e-06 0.0013159413501203359 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.310838876383163 0.01165610306515206 0.010550823761753068 2.511061887795541e-07 0.0002925608045226884 0.007302451911349906 0.0006325664101635816 0.0031150798832240137 4.0973129907422383e-08 1.056195100653492e-05 0.001053230440424024 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.4985300956481824 0.011169734040334634 0.088535687124619 1.9241664941199135e-06 0.00014065273565987802 0.009003186818297232 0.00018783997611639675 0.019625973482657245 5.625550267413516e-07 7.809838148274862e-06 0.0013159808307552595 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.3154161819500847 0.011046585327356197 0.035846733649106455 5.622099023771335e-07 0.00027285908424447817 0.00756178598764211 0.0002534971850099994 0.008069076294589504 1.3987008805460784e-07 1.0997238231728681e-05 0.0011220566633475856 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.4985300956481837 0.011169734067218828 0.08853567913117756 1.9241663021352857e-06 0.00014065273809208082 0.009003186588015081 0.00018811765579941872 0.019597738133942263 5.612538282704554e-07 7.801648592323573e-06 0.0013159473467982228 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.314258468437213 0.01113062953868067 0.02543883356250639 4.1257369193686766e-07 0.0002800535262542111 0.009992649310208062 0.0003069984891841572 0.0051267613694686975 8.175104387063001e-08 1.0624826676344607e-05 0.0020193706933970255 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.4985300956481815 0.011169734011903524 0.08853567698554746 1.9241662672953878e-06 0.0001406527367154137 0.009003186958179617 0.00018804908262702182 0.019402222574221962 5.558855072717691e-07 7.772174249512168e-06 0.0013159617988774415 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.315416181900527 0.011046562838935611 0.035844712262501376 5.621729597867857e-07 0.0002728606425301681 0.007561500764135222 0.00025347896490073886 0.007995468280577553 1.3878053438028074e-07 1.0985229025318908e-05 0.001121895567549558 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.498530095648181 0.011169734053705558 0.08853569887437612 1.9241668100579182e-06 0.00014065273453646356 0.009003186913679262 0.000188108285671483 0.019676437031973446 5.635540047052121e-07 7.819529451208311e-06 0.0013159739421527087 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.315416181906704 0.011046576219391847 0.03584483804494875 5.621638693228073e-07 0.0002728613340936027 0.007561555149601577 0.0002534967618050014 0.008066991326895569 1.3986065301772398e-07 1.1001703351737565e-05 0.0011219288078405769 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.4985300956482095 0.01116973563975211 0.0885356682254513 1.924165986702548e-06 0.0001406527650186072 0.0090031775811601 0.0001880670234652232 0.01938222894209414 5.55510508207352e-07 7.771171800782604e-06 0.0013160396559043354 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.315416181901299 0.011046560227438341 0.035844711681516116 5.62172901865515e-07 0.0002728607438418625 0.007561503678740689 0.0002533786312080848 0.007906434048043302 1.375062106282657e-07 1.0969332266685074e-05 0.0011219907524414004 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.4985300956481997 0.011169734321174166 0.08853565355494977 1.9241655265723442e-06 0.00014065274347200554 0.009003183743109546 0.0001881312749205719 0.01971536560704646 5.646408563048767e-07 7.827721624302454e-06 0.001315973254753953 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.311513588859564 0.011553911253556159 0.011907925047368904 2.6221644828181507e-07 0.00029147424431479334 0.007227214406566122 0.0005535566869115779 0.0030068573459883876 4.2380456279124454e-08 1.0563944785908462e-05 0.0010326032903365296 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.498530095648182 0.011169734055543026 0.08853568593149827 1.9241665004371924e-06 0.00014065273605396017 0.009003186843487951 0.00018806593960063724 0.019460016867185174 5.57513698402567e-07 7.776823910631135e-06 0.001315989175782164 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.3154161819012278 0.011046562514371734 0.03584467627064509 5.621723718943489e-07 0.0002728607042471029 0.007561503290641229 0.00025342153613387003 0.008170294239920791 1.414632677955814e-07 1.1007912325359739e-05 0.001121958234692467 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.4985300956481855 0.011169733453372958 0.08853572706868909 1.924168086639779e-06 0.00014065271800954324 0.009003185441506618 0.00018805769552602937 0.019422383132551332 5.566269180545397e-07 7.769087741209007e-06 0.0013158944186388096 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.31541618190215 0.011046562724511454 0.03584476994842425 5.621733565699039e-07 0.000272860677686333 0.007561506681984644 0.0002536617571587861 0.008161467059095486 1.4125344481618305e-07 1.1014241401846297e-05 0.0011219295661030189 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.4985300956481824 0.011169734076262957 0.08853565818840774 1.9241657326487433e-06 0.00014065274373990046 0.009003186801671684 0.00018809536817787257 0.0196446467039857 5.628696288252824e-07 7.809988423657337e-06 0.0013160994848265706 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
2.315416181900484 0.01104656285564652 0.035844708145452014 5.621729001871015e-07 0.000272860644772179 0.007561500609253446 0.0002535522680333864 0.008006097570445079 1.3899703487187666e-07 1.0982492487014853e-05 0.0011219505861113457 1 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_raw 12 1 div 0.0
2.202526319846266 0.01153022956603411 0.01480021965736754 2.17784876652903e-07 0.0002210710068461714 0.008639873275036463 0.0002821005082118514 0.0023753802464007924 2.7697006975290413e-08 8.826978338215675e-06 0.0009077953693363176 2 glucose /scicore/home/nimwegen/fiori/deep_moma_data/myframes_20190730_deepmoma_glucose.csv length_deep 12 1 div 0.0
